merchant_id,lat_deg,lon_deg,evidence_url,coord_source,tzid_settlement,notes
2294736879683106248,32.300190,-64.792040,https://sws.geonames.org/8533871/,geonames:cities500_via_pelias_cached,Atlantic/Bermuda,geonameid=8533871;bucket=B1
2294757289608385984,-43.550000,172.550000,https://sws.geonames.org/2179089/,geonames:cities500_via_pelias_cached,Pacific/Auckland,geonameid=2179089;bucket=B4
2298376826946495419,21.814000,-72.282130,https://sws.geonames.org/11201380/,geonames:cities500_via_pelias_cached,America/Grand_Turk,geonameid=11201380;bucket=B2
2298831696255050940,43.736790,7.416470,https://sws.geonames.org/3319177/,geonames:cities500_via_pelias_cached,Europe/Monaco,geonameid=3319177;bucket=B3
2302447568337018761,-43.533330,172.633330,https://sws.geonames.org/2192362/,geonames:cities500_via_pelias_cached,Pacific/Auckland,geonameid=2192362;bucket=B2
2304253547046171521,37.382830,-5.973170,https://sws.geonames.org/2510911/,geonames:cities500_via_pelias_cached,Europe/Madrid,geonameid=2510911;bucket=B2
2306776427071828293,55.583330,12.300000,https://sws.geonames.org/2621215/,geonames:cities500_via_pelias_cached,Europe/Copenhagen,geonameid=2621215;bucket=B3
2308310342536972430,51.440830,5.477780,https://sws.geonames.org/2756253/,geonames:cities500_via_pelias_cached,Europe/Amsterdam,geonameid=2756253;bucket=B3
2309267445820695333,35.148670,33.333840,https://sws.geonames.org/146054/,geonames:cities500_via_pelias_cached,Asia/Nicosia,geonameid=146054;bucket=B2
2309866924904625992,55.675940,12.565530,https://sws.geonames.org/2618425/,geonames:cities500_via_pelias_cached,Europe/Copenhagen,geonameid=2618425;bucket=B1
2310490507759484552,-43.533330,172.633330,https://sws.geonames.org/2192362/,geonames:cities500_via_pelias_cached,Pacific/Auckland,geonameid=2192362;bucket=B2
2314909133980677510,44.072880,15.283960,https://sws.geonames.org/3204237/,geonames:cities500_via_pelias_cached,Europe/Zagreb,geonameid=3204237;bucket=B4
2315165920209113742,-41.286640,174.775570,https://sws.geonames.org/2179537/,geonames:cities500_via_pelias_cached,Pacific/Auckland,geonameid=2179537;bucket=B2
2315958180487645167,25.251380,51.555690,https://sws.geonames.org/12242643/,geonames:cities500_via_pelias_cached,Asia/Qatar,geonameid=12242643;bucket=B2
2319015750030472840,22.566670,59.528890,https://sws.geonames.org/286245/,geonames:cities500_via_pelias_cached,Asia/Muscat,geonameid=286245;bucket=B3
2320830506272019974,53.272450,-9.050950,https://sws.geonames.org/2964180/,geonames:cities500_via_pelias_cached,Europe/Dublin,geonameid=2964180;bucket=B2
2321800520977875434,5.870350,-57.146810,https://sws.geonames.org/3375941/,geonames:cities500_via_pelias_cached,America/Guyana,geonameid=3375941;bucket=B3
2327087446128742652,17.066710,-61.793030,https://sws.geonames.org/3576397/,geonames:cities500_via_pelias_cached,America/Antigua,geonameid=3576397;bucket=B2
2330491130145640907,52.434500,30.975400,https://sws.geonames.org/627907/,geonames:cities500_via_pelias_cached,Europe/Minsk,geonameid=627907;bucket=B2
2330735056464434848,50.850450,4.348780,https://sws.geonames.org/2800866/,geonames:cities500_via_pelias_cached,Europe/Brussels,geonameid=2800866;bucket=B1
2334360890304710835,49.495830,5.980560,https://sws.geonames.org/2960596/,geonames:cities500_via_pelias_cached,Europe/Luxembourg,geonameid=2960596;bucket=B2
2341655640081652532,65.721590,-17.373520,https://sws.geonames.org/8643948/,geonames:cities500_via_pelias_cached,Atlantic/Reykjavik,geonameid=8643948;bucket=B4
2342390221644430251,56.156740,10.210760,https://sws.geonames.org/2624652/,geonames:cities500_via_pelias_cached,Europe/Copenhagen,geonameid=2624652;bucket=B2
2345575363494771582,-36.848530,174.763490,https://sws.geonames.org/2193733/,geonames:cities500_via_pelias_cached,Pacific/Auckland,geonameid=2193733;bucket=B1
2345742075069089034,64.067100,-21.937740,https://sws.geonames.org/3416706/,geonames:cities500_via_pelias_cached,Atlantic/Reykjavik,geonameid=3416706;bucket=B2
2351167809296183538,52.270420,-9.702640,https://sws.geonames.org/2961123/,geonames:cities500_via_pelias_cached,Europe/Dublin,geonameid=2961123;bucket=B3
2352286788638104224,10.279790,-61.445900,https://sws.geonames.org/3574116/,geonames:cities500_via_pelias_cached,America/Port_of_Spain,geonameid=3574116;bucket=B2
2352456695882147100,53.333060,-6.248890,https://sws.geonames.org/2964574/,geonames:cities500_via_pelias_cached,Europe/Dublin,geonameid=2964574;bucket=B1
2355654582224914237,35.336340,33.317290,https://sws.geonames.org/146412/,geonames:cities500_via_pelias_cached,Asia/Famagusta,geonameid=146412;bucket=B3
2359807992291376837,40.849850,-73.866410,https://sws.geonames.org/5110266/,geonames:cities500_via_pelias_cached,America/New_York,geonameid=5110266;bucket=B3
2361009314774307626,53.550730,9.993020,https://sws.geonames.org/2911298/,geonames:cities500_via_pelias_cached,Europe/Berlin,geonameid=2911298;bucket=B2
2361187899252075216,5.360730,-1.948560,https://sws.geonames.org/2306224/,geonames:cities500_via_pelias_cached,Africa/Accra,geonameid=2306224;bucket=B5
2361284917279897663,39.473910,-0.379660,https://sws.geonames.org/2509954/,geonames:cities500_via_pelias_cached,Europe/Madrid,geonameid=2509954;bucket=B2
2363682334810886923,-3.776110,-73.281390,https://sws.geonames.org/3692462/,geonames:cities500_via_pelias_cached,America/Lima,geonameid=3692462;bucket=B4
2363809662539418549,43.739760,7.427320,https://sws.geonames.org/2992741/,geonames:cities500_via_pelias_cached,Europe/Monaco,geonameid=2992741;bucket=B2
2366633375834396641,32.114860,20.068590,https://sws.geonames.org/88319/,geonames:cities500_via_pelias_cached,Africa/Tripoli,geonameid=88319;bucket=B2
2367577335993032420,5.601050,-0.077130,https://sws.geonames.org/2296969/,geonames:cities500_via_pelias_cached,Africa/Accra,geonameid=2296969;bucket=B4
2370183396949858994,1.349170,103.949720,https://sws.geonames.org/1882115/,geonames:cities500_via_pelias_cached,Asia/Singapore,geonameid=1882115;bucket=B3
2371571290847408818,18.466330,-66.105720,https://sws.geonames.org/4568127/,geonames:cities500_via_pelias_cached,America/Puerto_Rico,geonameid=4568127;bucket=B1
2377554998595963461,53.333060,-6.248890,https://sws.geonames.org/2964574/,geonames:cities500_via_pelias_cached,Europe/Dublin,geonameid=2964574;bucket=B1
2379797032659739739,13.011020,-61.235480,https://sws.geonames.org/3577844/,geonames:cities500_via_pelias_cached,America/St_Vincent,geonameid=3577844;bucket=B3
2380805529973460788,1.382500,103.749720,https://sws.geonames.org/1884737/,geonames:cities500_via_pelias_cached,Asia/Singapore,geonameid=1884737;bucket=B3
2383216369030558201,59.996750,30.389900,https://sws.geonames.org/8504951/,geonames:cities500_via_pelias_cached,Europe/Moscow,geonameid=8504951;bucket=B4
2384017549480415567,-29.616790,30.392780,https://sws.geonames.org/965301/,geonames:cities500_via_pelias_cached,Africa/Johannesburg,geonameid=965301;bucket=B3
2387006317956334759,14.649530,120.967880,https://sws.geonames.org/1720151/,geonames:cities500_via_pelias_cached,Asia/Manila,geonameid=1720151;bucket=B2
2387911387631719522,41.388790,2.158990,https://sws.geonames.org/3128760/,geonames:cities500_via_pelias_cached,Europe/Madrid,geonameid=3128760;bucket=B2
2388865559852341131,55.630300,12.600350,https://sws.geonames.org/2611862/,geonames:cities500_via_pelias_cached,Europe/Copenhagen,geonameid=2611862;bucket=B4
2390076157449660700,19.950000,42.400000,https://sws.geonames.org/101633/,geonames:cities500_via_pelias_cached,Asia/Riyadh,geonameid=101633;bucket=B5
2393767763139258809,18.049870,-63.037890,https://sws.geonames.org/3513522/,geonames:cities500_via_pelias_cached,America/Lower_Princes,geonameid=3513522;bucket=B2
2399038377447974208,21.806580,-72.276590,https://sws.geonames.org/3577043/,geonames:cities500_via_pelias_cached,America/Grand_Turk,geonameid=3577043;bucket=B3
2401441697097287122,-8.053890,-34.881110,https://sws.geonames.org/3390760/,geonames:cities500_via_pelias_cached,America/Recife,geonameid=3390760;bucket=B3
2401927983164186056,51.897970,-8.470610,https://sws.geonames.org/2965140/,geonames:cities500_via_pelias_cached,Europe/Dublin,geonameid=2965140;bucket=B2
2403303367641414315,56.046570,21.816150,https://sws.geonames.org/595726/,geonames:cities500_via_pelias_cached,Europe/Vilnius,geonameid=595726;bucket=B5
2407821694919842999,23.670270,58.189110,https://sws.geonames.org/288967/,geonames:cities500_via_pelias_cached,Asia/Muscat,geonameid=288967;bucket=B2
2408052309414949181,36.029170,129.364810,https://sws.geonames.org/1839071/,geonames:cities500_via_pelias_cached,Asia/Seoul,geonameid=1839071;bucket=B3
2411943396408359140,1.289670,103.850070,https://sws.geonames.org/1880252/,geonames:cities500_via_pelias_cached,Asia/Singapore,geonameid=1880252;bucket=B1
2416182540545508491,53.459720,-6.218060,https://sws.geonames.org/2961297/,geonames:cities500_via_pelias_cached,Europe/Dublin,geonameid=2961297;bucket=B3
2417307830650096373,49.587690,6.170650,https://sws.geonames.org/2960410/,geonames:cities500_via_pelias_cached,Europe/Luxembourg,geonameid=2960410;bucket=B4
2417318853018882274,62.226550,-6.589010,https://sws.geonames.org/2618795/,geonames:cities500_via_pelias_cached,Atlantic/Faroe,geonameid=2618795;bucket=B2
2417914478136034845,41.656060,-0.877340,https://sws.geonames.org/3104324/,geonames:cities500_via_pelias_cached,Europe/Madrid,geonameid=3104324;bucket=B2
2418613359920535235,5.297750,100.211470,https://sws.geonames.org/12750617/,geonames:cities500_via_pelias_cached,Asia/Kuala_Lumpur,geonameid=12750617;bucket=B5
2418856412054533851,62.053720,-7.149820,https://sws.geonames.org/2614265/,geonames:cities500_via_pelias_cached,Atlantic/Faroe,geonameid=2614265;bucket=B3
2420922118514231528,43.747540,7.431410,https://sws.geonames.org/13527010/,geonames:cities500_via_pelias_cached,Europe/Monaco,geonameid=13527010;bucket=B2
2421299487379432237,-4.604450,55.464280,https://sws.geonames.org/12718739/,geonames:cities500_via_pelias_cached,Indian/Mahe,geonameid=12718739;bucket=B2
2421450423395916267,49.611600,6.106820,https://sws.geonames.org/12035864/,geonames:cities500_via_pelias_cached,Europe/Luxembourg,geonameid=12035864;bucket=B2
2422018548459889403,4.934220,-1.714540,https://sws.geonames.org/11808941/,geonames:cities500_via_pelias_cached,Africa/Accra,geonameid=11808941;bucket=B2
2423151077070807606,50.115520,8.684170,https://sws.geonames.org/2925533/,geonames:cities500_via_pelias_cached,Europe/Berlin,geonameid=2925533;bucket=B2
2423554636358209136,60.392990,5.324150,https://sws.geonames.org/3161732/,geonames:cities500_via_pelias_cached,Europe/Oslo,geonameid=3161732;bucket=B2
2423856355806539952,62.009730,-6.771640,https://sws.geonames.org/2611396/,geonames:cities500_via_pelias_cached,Atlantic/Faroe,geonameid=2611396;bucket=B1
2425179633490045942,29.763280,-95.363270,https://sws.geonames.org/4699066/,geonames:cities500_via_pelias_cached,America/Chicago,geonameid=4699066;bucket=B3
2426546010303314068,25.683890,51.505830,https://sws.geonames.org/289962/,geonames:cities500_via_pelias_cached,Asia/Qatar,geonameid=289962;bucket=B4
2427912361167280866,52.090830,5.122220,https://sws.geonames.org/2745912/,geonames:cities500_via_pelias_cached,Europe/Amsterdam,geonameid=2745912;bucket=B2
2428355136219705165,18.189400,-65.961000,https://sws.geonames.org/4568149/,geonames:cities500_via_pelias_cached,America/Puerto_Rico,geonameid=4568149;bucket=B4
2428783692014389981,43.706430,-79.398640,https://sws.geonames.org/6167865/,geonames:cities500_via_pelias_cached,America/Toronto,geonameid=6167865;bucket=B1
2428983929437800934,25.279250,55.369950,https://sws.geonames.org/13118433/,geonames:cities500_via_pelias_cached,Asia/Dubai,geonameid=13118433;bucket=B4
2429695562929606153,57.152220,65.527220,https://sws.geonames.org/1488754/,geonames:cities500_via_pelias_cached,Asia/Yekaterinburg,geonameid=1488754;bucket=B3
2436613017396436727,4.677470,114.495870,https://sws.geonames.org/1820557/,geonames:cities500_via_pelias_cached,Asia/Brunei,geonameid=1820557;bucket=B3
2436749602640802837,55.709270,9.535700,https://sws.geonames.org/2610613/,geonames:cities500_via_pelias_cached,Europe/Copenhagen,geonameid=2610613;bucket=B3
2437730907220809921,-0.527920,166.952490,https://sws.geonames.org/2110447/,geonames:cities500_via_pelias_cached,Pacific/Nauru,geonameid=2110447;bucket=B3
2440101387342650421,47.366670,8.550000,https://sws.geonames.org/2657896/,geonames:cities500_via_pelias_cached,Europe/Zurich,geonameid=2657896;bucket=B1
2440864799768797258,5.699510,-0.034840,https://sws.geonames.org/2304121/,geonames:cities500_via_pelias_cached,Africa/Accra,geonameid=2304121;bucket=B3
2443559567861348911,54.689160,25.279800,https://sws.geonames.org/593116/,geonames:cities500_via_pelias_cached,Europe/Vilnius,geonameid=593116;bucket=B1
2445556607891636064,-33.867850,151.207320,https://sws.geonames.org/2147714/,geonames:cities500_via_pelias_cached,Australia/Sydney,geonameid=2147714;bucket=B1
2446113074594559813,-17.760990,-149.316760,https://sws.geonames.org/4033295/,geonames:cities500_via_pelias_cached,Pacific/Tahiti,geonameid=4033295;bucket=B3
2446554899421553418,34.950500,127.487840,https://sws.geonames.org/1835648/,geonames:cities500_via_pelias_cached,Asia/Seoul,geonameid=1835648;bucket=B4
2449410976695383364,51.874440,-8.435000,https://sws.geonames.org/2964690/,geonames:cities500_via_pelias_cached,Europe/Dublin,geonameid=2964690;bucket=B3
2450448163082789395,43.736790,7.416470,https://sws.geonames.org/3319177/,geonames:cities500_via_pelias_cached,Europe/Monaco,geonameid=3319177;bucket=B3
2452524821705419033,55.250580,11.293520,https://sws.geonames.org/2613694/,geonames:cities500_via_pelias_cached,Europe/Copenhagen,geonameid=2613694;bucket=B5
2456619447027631486,64.112340,-21.912980,https://sws.geonames.org/3415212/,geonames:cities500_via_pelias_cached,Atlantic/Reykjavik,geonameid=3415212;bucket=B2
2456702144451207218,60.881910,11.562310,https://sws.geonames.org/3158300/,geonames:cities500_via_pelias_cached,Europe/Oslo,geonameid=3158300;bucket=B4
2457077537844543582,43.737180,7.421450,https://sws.geonames.org/2993458/,geonames:cities500_via_pelias_cached,Europe/Monaco,geonameid=2993458;bucket=B1
2457296863788602154,60.169520,24.935450,https://sws.geonames.org/658225/,geonames:cities500_via_pelias_cached,Europe/Helsinki,geonameid=658225;bucket=B1
2457523518306903828,41.850030,-87.650050,https://sws.geonames.org/4887398/,geonames:cities500_via_pelias_cached,America/Chicago,geonameid=4887398;bucket=B2
2458396782747161331,49.480560,6.087500,https://sws.geonames.org/2960634/,geonames:cities500_via_pelias_cached,Europe/Luxembourg,geonameid=2960634;bucket=B2
2460658596299618241,32.251640,-64.854740,https://sws.geonames.org/13353870/,geonames:cities500_via_pelias_cached,Atlantic/Bermuda,geonameid=13353870;bucket=B2
2461940571127386872,32.300190,-64.792040,https://sws.geonames.org/8533871/,geonames:cities500_via_pelias_cached,Atlantic/Bermuda,geonameid=8533871;bucket=B1
2465087627571197075,65.075370,-22.729770,https://sws.geonames.org/3412888/,geonames:cities500_via_pelias_cached,Atlantic/Reykjavik,geonameid=3412888;bucket=B4
2470464413215502459,17.359080,-62.848580,https://sws.geonames.org/3575156/,geonames:cities500_via_pelias_cached,America/St_Kitts,geonameid=3575156;bucket=B2
2470481801648045355,55.008010,11.910570,https://sws.geonames.org/2610020/,geonames:cities500_via_pelias_cached,Europe/Copenhagen,geonameid=2610020;bucket=B4
2472154301503641870,64.484720,24.991570,https://sws.geonames.org/631758/,geonames:cities500_via_pelias_cached,Europe/Helsinki,geonameid=631758;bucket=B5
2475519283575732906,43.737180,7.421450,https://sws.geonames.org/2993458/,geonames:cities500_via_pelias_cached,Europe/Monaco,geonameid=2993458;bucket=B1
2476977185185806636,32.300190,-64.792040,https://sws.geonames.org/8533871/,geonames:cities500_via_pelias_cached,Atlantic/Bermuda,geonameid=8533871;bucket=B1
2478995089741307463,37.933330,23.733330,https://sws.geonames.org/263986/,geonames:cities500_via_pelias_cached,Europe/Athens,geonameid=263986;bucket=B4
2479661931428353270,-37.814000,144.963320,https://sws.geonames.org/2158177/,geonames:cities500_via_pelias_cached,Australia/Melbourne,geonameid=2158177;bucket=B2
2482160325680333478,43.736790,7.416470,https://sws.geonames.org/3319177/,geonames:cities500_via_pelias_cached,Europe/Monaco,geonameid=3319177;bucket=B3
2482215342971809976,1.362780,103.897500,https://sws.geonames.org/1880271/,geonames:cities500_via_pelias_cached,Asia/Singapore,geonameid=1880271;bucket=B4
2482749847357839526,-33.056580,-56.476520,https://sws.geonames.org/3443342/,geonames:cities500_via_pelias_cached,America/Montevideo,geonameid=3443342;bucket=B5
2484091877190418520,25.285450,51.530960,https://sws.geonames.org/290030/,geonames:cities500_via_pelias_cached,Asia/Qatar,geonameid=290030;bucket=B1
2484963795868290087,41.388790,2.158990,https://sws.geonames.org/3128760/,geonames:cities500_via_pelias_cached,Europe/Madrid,geonameid=3128760;bucket=B2
2485974700332483679,37.392500,126.926940,https://sws.geonames.org/1846898/,geonames:cities500_via_pelias_cached,Asia/Seoul,geonameid=1846898;bucket=B3
2487594305083539018,1.334170,103.722780,https://sws.geonames.org/1881953/,geonames:cities500_via_pelias_cached,Asia/Singapore,geonameid=1881953;bucket=B2
2490096637782724043,54.716640,25.217400,https://sws.geonames.org/10062601/,geonames:cities500_via_pelias_cached,Europe/Vilnius,geonameid=10062601;bucket=B3
2490644545868900294,22.119720,113.551110,https://sws.geonames.org/1821279/,geonames:cities500_via_pelias_cached,Asia/Macau,geonameid=1821279;bucket=B3
2491567403921314725,5.669800,-0.016570,https://sws.geonames.org/2294700/,geonames:cities500_via_pelias_cached,Africa/Accra,geonameid=2294700;bucket=B3
2495398969343386183,32.089630,23.953850,https://sws.geonames.org/81302/,geonames:cities500_via_pelias_cached,Africa/Tripoli,geonameid=81302;bucket=B3
2495688988360885873,51.480000,-3.180000,https://sws.geonames.org/2653822/,geonames:cities500_via_pelias_cached,Europe/London,geonameid=2653822;bucket=B3
2496545937986967876,21.782540,-72.252060,https://sws.geonames.org/11703857/,geonames:cities500_via_pelias_cached,America/Grand_Turk,geonameid=11703857;bucket=B1
2496860895522166909,55.883330,26.533330,https://sws.geonames.org/460413/,geonames:cities500_via_pelias_cached,Europe/Riga,geonameid=460413;bucket=B2
2497960405195532947,18.040480,-63.083970,https://sws.geonames.org/6985411/,geonames:cities500_via_pelias_cached,America/Lower_Princes,geonameid=6985411;bucket=B2
2498998886273384205,22.293150,114.272450,https://sws.geonames.org/12719433/,geonames:cities500_via_pelias_cached,Asia/Hong_Kong,geonameid=12719433;bucket=B4
2500107621386361840,25.058230,-77.343060,https://sws.geonames.org/3571824/,geonames:cities500_via_pelias_cached,America/Nassau,geonameid=3571824;bucket=B1
2500176427444950681,55.250000,24.750000,https://sws.geonames.org/593733/,geonames:cities500_via_pelias_cached,Europe/Vilnius,geonameid=593733;bucket=B4
2501507945616575527,-13.409850,-76.132350,https://sws.geonames.org/3943789/,geonames:cities500_via_pelias_cached,America/Lima,geonameid=3943789;bucket=B4
2501680119597255349,35.950640,14.415610,https://sws.geonames.org/2562541/,geonames:cities500_via_pelias_cached,Europe/Malta,geonameid=2562541;bucket=B1
2504765364836401937,43.737180,7.421450,https://sws.geonames.org/2993458/,geonames:cities500_via_pelias_cached,Europe/Monaco,geonameid=2993458;bucket=B1
2506221759435627508,55.395940,10.388310,https://sws.geonames.org/2615876/,geonames:cities500_via_pelias_cached,Europe/Copenhagen,geonameid=2615876;bucket=B2
2506933251623636912,49.480560,6.087500,https://sws.geonames.org/2960634/,geonames:cities500_via_pelias_cached,Europe/Luxembourg,geonameid=2960634;bucket=B2
2507634747549589970,19.577300,41.963570,https://sws.geonames.org/11670045/,geonames:cities500_via_pelias_cached,Asia/Riyadh,geonameid=11670045;bucket=B4
2511443508604541135,65.584150,22.154650,https://sws.geonames.org/604490/,geonames:cities500_via_pelias_cached,Europe/Stockholm,geonameid=604490;bucket=B3
2514198069126396845,5.697750,-0.328240,https://sws.geonames.org/2306079/,geonames:cities500_via_pelias_cached,Africa/Accra,geonameid=2306079;bucket=B3
2516338393665703282,42.463720,1.491290,https://sws.geonames.org/3039163/,geonames:cities500_via_pelias_cached,Europe/Andorra,geonameid=3039163;bucket=B2
2517636209867334284,32.300190,-64.792040,https://sws.geonames.org/8533871/,geonames:cities500_via_pelias_cached,Atlantic/Bermuda,geonameid=8533871;bucket=B1
2523039783022486681,-7.249170,112.750830,https://sws.geonames.org/1625822/,geonames:cities500_via_pelias_cached,Asia/Jakarta,geonameid=1625822;bucket=B2
2524654758005838251,4.579370,-74.216820,https://sws.geonames.org/3667905/,geonames:cities500_via_pelias_cached,America/Bogota,geonameid=3667905;bucket=B3
2530519966781598822,12.436240,-69.907130,https://sws.geonames.org/3577089/,geonames:cities500_via_pelias_cached,America/Aruba,geonameid=3577089;bucket=B2
2531270874228372877,15.537430,-61.282000,https://sws.geonames.org/3575721/,geonames:cities500_via_pelias_cached,America/Dominica,geonameid=3575721;bucket=B2
2532957467482396317,-17.533330,-149.333330,https://sws.geonames.org/4033356/,geonames:cities500_via_pelias_cached,Pacific/Tahiti,geonameid=4033356;bucket=B3
2536910510655412757,51.050000,3.716670,https://sws.geonames.org/2797656/,geonames:cities500_via_pelias_cached,Europe/Brussels,geonameid=2797656;bucket=B2
2540160004008374071,1.356670,103.890830,https://sws.geonames.org/1881948/,geonames:cities500_via_pelias_cached,Asia/Singapore,geonameid=1881948;bucket=B3
2541459910894577394,43.737180,7.421450,https://sws.geonames.org/2993458/,geonames:cities500_via_pelias_cached,Europe/Monaco,geonameid=2993458;bucket=B1
2542770821429606793,53.550730,9.993020,https://sws.geonames.org/2911298/,geonames:cities500_via_pelias_cached,Europe/Berlin,geonameid=2911298;bucket=B2
2545424730686896672,55.839460,12.544320,https://sws.geonames.org/2611189/,geonames:cities500_via_pelias_cached,Europe/Copenhagen,geonameid=2611189;bucket=B5
2546583198508933608,32.300190,-64.792040,https://sws.geonames.org/8533871/,geonames:cities500_via_pelias_cached,Atlantic/Bermuda,geonameid=8533871;bucket=B1
2551278886671456860,56.650000,23.712780,https://sws.geonames.org/459279/,geonames:cities500_via_pelias_cached,Europe/Riga,geonameid=459279;bucket=B2
2554614421022367247,49.470000,6.362000,https://sws.geonames.org/2960107/,geonames:cities500_via_pelias_cached,Europe/Luxembourg,geonameid=2960107;bucket=B4
2556231298673297276,13.159810,-61.236440,https://sws.geonames.org/3748719/,geonames:cities500_via_pelias_cached,America/St_Vincent,geonameid=3748719;bucket=B4
2563557116958753929,-17.736480,168.313660,https://sws.geonames.org/2135171/,geonames:cities500_via_pelias_cached,Pacific/Efate,geonameid=2135171;bucket=B1
2565126410742709385,19.800000,105.766670,https://sws.geonames.org/1566166/,geonames:cities500_via_pelias_cached,Asia/Bangkok,geonameid=1566166;bucket=B3
2566404109842608585,51.508530,-0.125740,https://sws.geonames.org/2643743/,geonames:cities500_via_pelias_cached,Europe/London,geonameid=2643743;bucket=B1
2568665530946204606,36.747730,-119.772370,https://sws.geonames.org/5350937/,geonames:cities500_via_pelias_cached,America/Los_Angeles,geonameid=5350937;bucket=B4
2570179179510733035,36.038040,14.235950,https://sws.geonames.org/8337342/,geonames:cities500_via_pelias_cached,Europe/Malta,geonameid=8337342;bucket=B4
2574273031533540187,50.850450,4.348780,https://sws.geonames.org/2800866/,geonames:cities500_via_pelias_cached,Europe/Brussels,geonameid=2800866;bucket=B1
2575144773396339080,17.359080,-62.848580,https://sws.geonames.org/3575156/,geonames:cities500_via_pelias_cached,America/St_Kitts,geonameid=3575156;bucket=B2
2575507694479080677,1.349170,103.949720,https://sws.geonames.org/1882115/,geonames:cities500_via_pelias_cached,Asia/Singapore,geonameid=1882115;bucket=B3
2576092464628609837,18.049870,-63.037890,https://sws.geonames.org/3513522/,geonames:cities500_via_pelias_cached,America/Lower_Princes,geonameid=3513522;bucket=B2
2576673268335787674,-41.438760,147.134670,https://sws.geonames.org/2160517/,geonames:cities500_via_pelias_cached,Australia/Hobart,geonameid=2160517;bucket=B4
2577516534395173968,35.899680,14.514800,https://sws.geonames.org/2562305/,geonames:cities500_via_pelias_cached,Europe/Malta,geonameid=2562305;bucket=B4
2580601913486804640,49.828610,5.764720,https://sws.geonames.org/2959961/,geonames:cities500_via_pelias_cached,Europe/Luxembourg,geonameid=2959961;bucket=B5
2590724908016533248,32.300190,-64.792040,https://sws.geonames.org/8533871/,geonames:cities500_via_pelias_cached,Atlantic/Bermuda,geonameid=8533871;bucket=B1
2594069923895768182,25.285450,51.530960,https://sws.geonames.org/290030/,geonames:cities500_via_pelias_cached,Asia/Qatar,geonameid=290030;bucket=B1
2595885792700724126,22.243830,114.148280,https://sws.geonames.org/12719432/,geonames:cities500_via_pelias_cached,Asia/Hong_Kong,geonameid=12719432;bucket=B4
2595908450978801684,52.524370,13.410530,https://sws.geonames.org/2950159/,geonames:cities500_via_pelias_cached,Europe/Berlin,geonameid=2950159;bucket=B1
2598882212639572782,59.912730,10.746090,https://sws.geonames.org/3143244/,geonames:cities500_via_pelias_cached,Europe/Oslo,geonameid=3143244;bucket=B1
2602581688730497655,41.551400,-8.423110,https://sws.geonames.org/2742032/,geonames:cities500_via_pelias_cached,Europe/Lisbon,geonameid=2742032;bucket=B2
2604246904670559271,62.009730,-6.771640,https://sws.geonames.org/2611396/,geonames:cities500_via_pelias_cached,Atlantic/Faroe,geonameid=2611396;bucket=B1
2604517641958747279,-34.424000,150.893450,https://sws.geonames.org/2171507/,geonames:cities500_via_pelias_cached,Australia/Sydney,geonameid=2171507;bucket=B3
2605892658042617685,-16.433200,179.364510,https://sws.geonames.org/2204582/,geonames:cities500_via_pelias_cached,Pacific/Fiji,geonameid=2204582;bucket=B2
2610219488525119667,52.654170,-7.252220,https://sws.geonames.org/2963398/,geonames:cities500_via_pelias_cached,Europe/Dublin,geonameid=2963398;bucket=B4
2610617997958545965,65.746110,-19.639440,https://sws.geonames.org/2627309/,geonames:cities500_via_pelias_cached,Atlantic/Reykjavik,geonameid=2627309;bucket=B3
2616562876455564559,43.736790,7.416470,https://sws.geonames.org/3319177/,geonames:cities500_via_pelias_cached,Europe/Monaco,geonameid=3319177;bucket=B3
2616568129801484703,49.548060,5.928890,https://sws.geonames.org/2960115/,geonames:cities500_via_pelias_cached,Europe/Luxembourg,geonameid=2960115;bucket=B4
2617739266339386022,8.542630,-80.406790,https://sws.geonames.org/10348504/,geonames:cities500_via_pelias_cached,America/Panama,geonameid=10348504;bucket=B5
2618378400910376319,64.112340,-21.912980,https://sws.geonames.org/3415212/,geonames:cities500_via_pelias_cached,Atlantic/Reykjavik,geonameid=3415212;bucket=B2
2618815081052641671,47.154760,9.822550,https://sws.geonames.org/2781680/,geonames:cities500_via_pelias_cached,Europe/Vienna,geonameid=2781680;bucket=B4
2618972767938560327,-4.616380,55.448210,https://sws.geonames.org/11694891/,geonames:cities500_via_pelias_cached,Indian/Mahe,geonameid=11694891;bucket=B4
2620740825619878661,40.714270,-74.005970,https://sws.geonames.org/5128581/,geonames:cities500_via_pelias_cached,America/New_York,geonameid=5128581;bucket=B1
2621532264126818878,41.850030,-87.650050,https://sws.geonames.org/4887398/,geonames:cities500_via_pelias_cached,America/Chicago,geonameid=4887398;bucket=B2
2621822440724725166,47.423910,9.374770,https://sws.geonames.org/2658822/,geonames:cities500_via_pelias_cached,Europe/Zurich,geonameid=2658822;bucket=B3
2622776773609394458,60.169520,24.935450,https://sws.geonames.org/658225/,geonames:cities500_via_pelias_cached,Europe/Helsinki,geonameid=658225;bucket=B1
2625553126938513503,62.226550,-6.589010,https://sws.geonames.org/2618795/,geonames:cities500_via_pelias_cached,Atlantic/Faroe,geonameid=2618795;bucket=B2
2627668147261965476,47.366670,8.550000,https://sws.geonames.org/2657896/,geonames:cities500_via_pelias_cached,Europe/Zurich,geonameid=2657896;bucket=B1
